Z,A,E (keV),ΔE (keV),Sigma,ΔSigma (b),Intensity (%),T1/2 (s)
54,126,1136.111,0.081,0.204257955882341,0.0286872338490698,2.96026023017885,
54,126,1519.833,0.079,0.139519510548356,0.0195959298849244,2.02202189200515,
54,136,1888.027,0.075,0.196493109381278,0.0276327062054868,2.84772622291707,
54,131,4841.689,0.098,0.106524515769866,0.0150710503401216,1.54383356188212,
54,131,5078.897,0.132,0.105959697565038,0.0158833060727471,1.53564779079765,
54,129,5956.204,0.162,0.159739127273663,0.0267097589661229,2.31505981556034,
54,131,6467.016,0.127,1.32613001849347,0.186535600613885,19.2192756303402,
54,131,8268.159,0.195,0.109643927545788,0.0157299257203711,1.58904242819982,
55,133,59.849,0.072,0.442778018454368,0.0136929969767129,15.6600075758661,
55,133,113.599,0.069,0.7766747702666,0.0145317205574226,27.4691431810825,
55,133,116.214,0.069,2.82744447158979,0.0437306765170903,100,
55,133,120.422,0.07,0.413617644151428,0.00945926687090662,14.6286743491328,
55,133,130.055,0.069,1.41,0.0207328413456911,49.8683533546885,
55,133,174.064,0.07,0.42028633344589,0.0111734206478311,14.8645300612951,
55,133,176.214,0.068,2.47238551506092,0.0384331795848701,87.4424074426038,
55,133,198.111,0.068,1.1026482596961,0.0190407850160888,38.9980518017428,
55,133,205.434,0.067,1.55854978392771,0.025043055452842,55.1222066282131,
55,133,218.181,0.072,0.308915428166684,0.00847766439619618,10.9256054812277,
55,133,219.572,0.071,0.344038552650488,0.00884601961570616,12.167827029227,
55,133,234.152,0.068,1.06633595429154,0.0230148622979336,37.7137717471059,
55,133,245.662,0.068,0.739513393814952,0.0153773482664269,26.1548334987865,
55,133,260.994,0.068,0.400662482637195,0.0106344264448117,14.1704810355449,
55,133,307.074,0.066,1.4460614023289,0.0256693987903993,51.1437595630594,
55,133,356.063,0.068,0.44531287279809,0.012123865609643,15.7496593575082,
55,133,377.045,0.068,0.309941858014683,0.00869901691047885,10.9619078687127,
55,133,442.664,0.078,0.31554765221516,0.0120239144691694,11.16017150419,
55,133,450.274,0.076,0.994412973531631,0.0502776879887621,35.1700266273488,
55,133,510.812,0.094,1.54161272343569,0.0287220899305788,54.5231829988472,
55,133,518.907,0.073,0.348629394332746,0.0176107335858902,12.3301942031322,
55,133,525.075,0.087,0.392474628105239,0.0263466228565857,13.8808960546823,
55,133,529.151,0.072,0.519479537670528,0.0227278619997799,18.3727582589249,
55,133,539.161,0.074,0.359541230229389,0.0106578701287322,12.7161199394742,
55,133,5505.46,0.197,0.33331357009981,0.022206527697547,11.7885098522341,
56,130,77.194,0.061,0.0179347074725227,0.00066527789114566,5.82295697159827,
56,139,165.864,0.006,0.0735563577714339,0.00256764362299614,23.8819343413747,4984
56,130,283.671,0.053,0.0402652570197481,0.000985128069102382,13.0731353960221,
56,138,454.783,0.051,0.0858424022283362,0.0022169238390829,27.8709098143949,
56,137,462.795,0.051,0.0656332925573866,0.0016543203172607,21.3095105705801,
56,132,627.098,0.057,0.200200376072487,0.0263345694717986,65.000122101457,
56,138,627.305,0.048,0.2932613263222,0.00614483193543946,95.2147163383767,
56,138,627.72,0.057,0.0942255925130752,0.00203631698588318,30.5927248419075,
56,135,732.32,0.051,0.0239154772163579,0.000660644378440318,7.76476532998632,
56,135,818.473,0.048,0.212187360022934,0.0044417565225248,68.892000007446,
56,130,897.968,0.05,0.033308969326414,0.000967449658106889,10.8146004306539,
56,137,1009.609,0.051,0.0166687912809368,0.000460827436526831,5.41194522108338,
56,138,1047.736,0.053,0.031901316189412,0.000950400123918495,10.3575701913675,
56,135,1235.339,0.065,0.0149077677589401,0.000627840846909238,4.84018433731823,
56,137,1435.648,0.056,0.308,0.0081177918482757,100,
56,137,1444.713,0.056,0.0798784652167856,0.00205476303379169,25.9345666288265,
56,132,1550.864,0.065,0.0228453223395939,0.000788137655928587,7.41731244792008,
56,135,1712.291,0.075,0.041712132707773,0.00137261307355582,13.5429002297964,
56,136,1898.466,0.075,0.0284873022357688,0.00105390430530525,9.24912410252234,
56,138,2593.998,0.102,0.0185273965053167,0.000765733546662795,6.01538847575216,
56,137,2639.094,0.107,0.0170477219928812,0.000780028790016817,5.53497467301336,
56,138,3641.217,0.132,0.0559521470801057,0.00164916883623679,18.1662815195148,
56,138,4095.773,0.15,0.153933839637563,0.00387526169280339,49.978519362845,
56,136,4723.12,0.182,0.0261883464990726,0.00107267244782293,8.50270990229631,
56,137,5730.585,0.223,0.0611964339234595,0.00202860917100497,19.8689720530713,
57,139,63.261,0.03,0.176116119956521,0.00595719606158537,3.4664077144075,
57,139,155.646,0.026,0.191533739087453,0.00455770477489422,3.76986519408882,
57,139,162.741,0.026,0.490403638919676,0.0128626257502247,9.6523757027145,
57,139,182,0.024,0.52226045606412,0.00852421937430822,10.2793979010983,
57,139,218.299,0.026,0.781,0.0211178504631774,15.3720421822865,
57,139,235.818,0.028,0.110863410831666,0.00281072985342116,2.18207045810053,
57,139,237.747,0.024,0.31984970024346,0.00574585274739,6.2954456903126,
57,139,272.42,0.022,0.502174681634836,0.00791783640010697,9.88405939688472,
57,139,288.333,0.023,0.729127046009347,0.0118047434466486,14.3510521222812,
57,139,422.742,0.023,0.370679401229462,0.00721472471031517,7.29590191012033,
57,140,487.021,0.012,5.0806522044284,0.148436063542044,100,144987.84
57,139,567.413,0.023,0.334528244739453,0.0069336593562596,6.58435632432922,
57,139,708.216,0.035,0.134353348522593,0.00367247816908254,2.64441144791388,
57,139,722.524,0.026,0.212330648196479,0.00472462199042091,4.17920061545262,
57,140,815.772,0.019,3.20850508057316,0.165826894615286,63.1514410251613,144987.84
57,138,1596.175,0.034,0.214294719285825,0.00550268388275047,4.21785846901783,
57,139,3082.705,0.069,0.134899421985397,0.00519479169865766,2.65515954561534,
57,139,3665.234,0.08,0.131640362005562,0.00558075392847341,2.59101305715872,
57,139,3679.239,0.082,0.136828298731366,0.00567224815288286,2.69312468608073,
57,139,4389.165,0.09,0.256130248993342,0.00924462528661373,5.04128680113339,
57,139,4415.772,0.098,0.240186637296937,0.00889137012920775,4.72747646626127,
57,139,4502.256,0.108,0.158930491150343,0.00737350383752471,3.12815136237462,
57,139,4842.326,0.09,0.655996830736479,0.0169229869852077,12.9116657535562,
57,139,4888.367,0.12,0.145826036046611,0.00733429134783071,2.87022276233562,
57,139,5097.404,0.097,0.679607592385125,0.0181630536371322,13.3763848624152,
58,143,293.266,0.002,0.0244932610648124,0.00195802428924829,10.5121292123658,119160
58,140,475.092,0.057,0.08237961294901,0.00690928604552174,35.3560570596609,
58,140,662.026,0.054,0.233,0.0184240046281109,100,
58,136,712.25,0.055,0.012054545168304,0.000992005977918472,5.17362453575279,
58,142,737.431,0.066,0.0256098737857948,0.00258800205231001,10.9913621398261,
58,142,765.968,0.054,0.0145222978420458,0.0011653248854412,6.23274585495528,
58,142,808.347,0.056,0.010201815387749,0.000845469107755825,4.37846153980643,
58,142,915.032,0.071,0.00855886562699172,0.00107745542189143,3.67333288712091,
58,142,1107.657,0.05,0.0399619128759917,0.00317412685721729,17.1510355690952,
58,142,1116.473,0.055,0.00906346927020457,0.000745961993582459,3.88990097433673,
58,142,1119.234,0.051,0.0248057131012228,0.00198275178840561,10.6462287988081,
58,140,1146.649,0.06,0.00980067162686103,0.000847073512657409,4.20629683556267,
58,142,1153.972,0.053,0.014607835969938,0.00119830688917071,6.26945749782748,
58,142,1184.276,0.072,0.0245708497429841,0.0022345144829433,10.5454290742421,
58,142,1186.752,0.055,0.0665117486989107,0.00545615469781605,28.5458148922364,
58,140,1288.731,0.053,0.0077770304804873,0.000644647621090395,3.33778132209755,
58,140,1747.928,0.089,0.00748746758745635,0.000805625414403078,3.21350540234178,
58,140,3002.449,0.066,0.0106141746149701,0.00088057889174378,4.55543974891422,
58,140,3018.319,0.1,0.0111840836090487,0.0013401314331638,4.80003588371189,
58,140,3092.239,0.078,0.00716050580860772,0.000616596214694374,3.07317845862992,
58,140,3619.443,0.075,0.00944910940378873,0.000781728172992281,4.05541176128272,
58,140,4290.987,0.081,0.053157130295673,0.00425402765435972,22.8142190110184,
58,142,4336.465,0.084,0.025097854847462,0.00204597157200713,10.7716115225159,
58,140,4765.955,0.089,0.109050376957086,0.00869585129303992,46.8027368914531,
58,136,5903.23,0.127,0.00951894317592444,0.000826715862000742,4.08538333730663,
59,141,60.181,0.051,0.133647034188476,0.0136312031188321,12.6082107724977,
59,141,64.564,0.054,0.136971676853069,0.00629530469058281,12.9218563068933,
59,141,68.671,0.048,0.115966933020041,0.00553924929862881,10.9402767000039,
59,141,85.164,0.045,0.207209768033648,0.0109885875159548,19.548091323929,
59,141,126.922,0.038,0.306527166560276,0.0152479547661073,28.9176572226675,
59,141,140.979,0.03,0.47856215443402,0.0103312736300634,45.1473730598132,
59,141,176.949,0.031,1.06,0.0361428489020552,100,
59,141,182.87,0.034,0.376725401779564,0.0140674244857533,35.5401322433551,
59,141,546.465,0.026,0.147679755817448,0.0035393619691037,13.9320524356083,
59,141,560.485,0.035,0.150375967291979,0.00646589034434091,14.1864120086773,
59,141,619.348,0.027,0.152382301266058,0.00400912811137446,14.3756887986847,
59,141,645.651,0.025,0.311163964585231,0.00697692792367426,29.3550909986067,
59,141,698.437,0.039,0.124190114029001,0.00611845932386255,11.716048493302,
59,141,746.936,0.029,0.145571832387131,0.00373434309564493,13.733191734635,
59,141,991.866,0.06,0.137859067312483,0.00977457912030405,13.0055723879701,
59,141,1006.305,0.049,0.152812286429216,0.00837585098847416,14.4162534367185,
59,141,1150.983,0.04,0.141211953122748,0.00486760781847317,13.3218823700706,
59,142,1575.6,0.5,0.380645339347243,0.0140750182524349,35.9099376742682,68832
59,141,3790.153,0.109,0.139796024815742,0.00545004434702047,13.1883042279002,
59,141,4691.913,0.135,0.290844567607292,0.00954474181686548,27.4381667554049,
59,141,4800.955,0.16,0.140074189322842,0.00800207619474654,13.2145461625322,
59,141,5095.927,0.347,0.20763570756231,0.00817524761557102,19.5882742983312,
59,141,5140.599,0.17,0.268655559300346,0.0105811085835352,25.3448640849383,
59,141,5665.983,0.182,0.378967843873591,0.015294080541522,35.7516833843011,
59,141,5842.92,0.179,0.147323755433119,0.00607578439409459,13.8984674936905,
60,150,37.159,0.029,0.714697672885759,0.0703706141692453,2.15270383399325,
60,143,426.72,0.028,0.498838234963575,0.0184936824075555,1.50252480410715,
60,145,453.92,0.02,3.00104362091903,0.0875990051029766,9.03928801481634,
60,143,476.832,0.022,1.28953372918132,0.0404772328019709,3.88413773849795,
60,142,563.859,0.026,0.738859069832659,0.0260778509455412,2.22547912600199,
60,145,589.482,0.023,0.96837341674385,0.0325942119830235,2.91678739983087,
60,143,618.044,0.016,13.40704534415,0.280980809796096,40.3826666992471,
60,143,696.487,0.02,33.2,1.72711402624232,100,
60,145,735.877,0.052,0.502976525705664,0.0289728714994198,1.51498953525803,
60,142,742.088,0.018,3.07103442083165,0.0807324124099506,9.25010367720376,
60,143,778.603,0.025,0.771485041420996,0.0247247227929075,2.32375012476203,
60,143,814.128,0.02,5.04862048118664,0.132729978839884,15.2066881963453,
60,143,864.356,0.022,5.07657061166353,0.133486510267783,15.2908753363359,
60,143,980.612,0.026,1.17216613541769,0.0394398320139975,3.53062088981232,
60,143,1136.956,0.037,0.627841100253038,0.0269906898120417,1.89108765136457,
60,143,1357.109,0.076,0.354009419666148,0.0230766790446632,1.06629343272936,
60,143,1376.182,0.076,0.788638079009402,0.0574428907491915,2.37541590063073,
60,143,1413.162,0.034,1.84507474551679,0.0636366339864357,5.55745405276142,
60,143,1418.147,0.079,0.352770912175473,0.0284185014900046,1.06256298848034,
60,142,1482.016,0.047,0.671535112400207,0.0318881708566305,2.02269612168737,
60,143,1515.491,0.076,0.458548135216358,0.0277223290680988,1.38116908197698,
60,144,1671.906,0.063,1.12734000610701,0.0566221777460379,3.39560242803315,
60,142,5381.05,0.181,0.48834673867194,0.0385863228073522,1.47092391166247,
60,143,6255.788,0.161,1.50388939796754,0.0753066749394529,4.52978734327572,
60,143,6502.322,0.143,3.17820775299308,0.113272362744775,9.57291491865386,
62,150,40.049,0.064,206.924620226092,15.892141452325,4.32134032366063,
62,149,334.025,0.05,4788.43610379673,63.6901071857207,100,
62,150,335.16,0.065,112.565865986846,11.0158071982929,2.3507855915127,
62,149,403.055,0.05,85.3293554560479,1.60961825469297,1.78198797282459,
62,150,439.5,0.048,2872.15422532721,37.6968561137553,59.9810494088016,
62,150,440.7,0.073,56.528742236458,8.17073200458219,1.18052618874118,
62,149,486.022,0.056,72.9722709742528,3.40526380241227,1.52392700648952,
62,150,505.603,0.049,568.13447567733,12.3876471238537,11.8647187382715,
62,154,584.376,0.048,532.387479420028,7.00358148629055,11.1181911563548,
62,149,675.869,0.057,173.546921445067,6.59111542269013,3.62429230928784,
62,149,712.25,0.049,267.566415100766,4.03267500070924,5.58776204382501,
62,149,737.485,0.049,598.149608335157,8.07132804460201,12.4915441152256,
62,149,748.145,0.054,67.6047711183916,1.99985798742195,1.41183404462238,
62,149,831.577,0.059,62.7136484709766,1.74164558500189,1.30968957529268,
62,149,859.78,0.07,90.1358178316249,4.63685792292153,1.88236442708626,
62,149,869.339,0.068,119.003794627544,6.3535474574262,2.48523300818791,
62,149,1046.291,0.076,60.296899987618,4.46219331742336,1.25921905775894,
62,149,1048.958,0.079,122.472225475455,9.30512011026769,2.5576664869423,
62,149,1165.745,0.076,59.7662202819767,3.19192080323141,1.24813653114403,
62,149,1170.577,0.067,230.511667433903,10.3018633048899,4.81392384563995,
62,149,1177.363,0.072,57.031913806268,2.65878258203781,1.19103424521104,
62,149,1193.799,0.09,107.216229131473,2.60304641519105,2.23906567420753,
62,149,1262.061,0.105,62.1181701764731,5.21119886367331,1.29725381794737,
62,154,1308.764,0.07,55.9948387410652,1.50776731397343,1.16937633764534,
62,149,1324.291,0.072,66.8449565048159,1.80002367479254,1.39596634591855,
63,153,39.498,0.275,132.186461470712,31.5051881246912,3.97250710995556,
63,153,41.478,0.078,3327.53240741691,1245.29315272312,100,
63,151,47.085,0.089,785.773128240962,171.298609742999,23.6142892700162,
63,151,48.307,0.167,180.825345268538,72.5664574068203,5.43421740583163,
63,151,52.386,0.092,55.4884011539239,2.62311176441769,1.66755404185525,
63,153,68.228,0.093,68.6763124422472,19.686424358486,2.06388109967527,
63,153,71.241,0.119,44.6332150983169,13.9500344599788,1.34133074102694,
63,151,73.213,0.09,106.47712423187,22.4428754772704,3.1998824111987,
63,153,74.859,0.118,43.4245767970043,12.4000651161499,1.30500838099166,
63,151,77.398,0.078,186.585088668521,12.7358061774875,5.60731093865928,
63,151,88.309,0.122,41.8285922276514,5.27356314479713,1.25704537495766,
63,151,89.966,0.076,1430.75594990901,26.0148924622184,42.9975061015161,
63,151,103.341,0.133,47.5529719625373,5.42462213471935,1.42907614833575,
63,153,106.572,0.142,42.4549968535279,5.68464692093335,1.27587027428787,
63,151,143.535,0.081,43.1910901271154,3.08716872599191,1.29799156969425,
63,151,169.278,0.087,54.7611772254057,2.2224931811915,1.64569929066192,
63,151,171.945,0.093,39.5768534015395,3.13805468150333,1.18937544570038,
63,151,206.53,0.081,58.6842443562147,2.0014558654042,1.76359647844181,
63,151,221.302,0.079,73.4284983273362,2.91049468332513,2.20669521245436,
63,152,841.594,0.008,273.764431251421,8.46146858017939,8.2272506389784,33521.76
63,152,963.39,0.012,228.124141556796,6.44023728708155,6.85565499071681,33521.76
64,152,42.985,0.065,10177.4751728874,659.515124895686,100,
64,155,79.708,0.064,4038.37697197947,106.055543521054,39.6795561116928,
64,155,89.167,0.064,1375.45435653461,39.8463691956637,13.514691347013,
64,154,182.122,0.062,7322.66769034347,362.704720913507,71.9497475154831,
64,155,199.421,0.062,2015.35797735558,632.469907351218,19.8021409349585,
64,157,780.152,0.055,1017.91067155106,22.8087194443224,10.0016030917251,
64,157,897.656,0.054,2281.60856981746,51.6064283320168,22.4182179868699,
64,155,944.272,0.053,3075.07597618863,73.2799391822646,30.2145269229501,
64,157,962.18,0.053,1983.50547463518,45.921387908465,19.4891703584716,
64,157,977.22,0.053,1416.94670414195,33.263439650658,13.9223793728003,
64,157,998.501,0.054,543.991775662253,13.6674654055943,5.34505627792084,
64,157,1096.865,0.065,785.032517053634,116.695202954915,7.71343092189451,
64,157,1097.032,0.052,659.612988093335,15.7324088705811,6.48110633421667,
64,157,1107.511,0.055,2265.19986032003,372.602542930981,22.2569922484751,
64,157,1107.652,0.052,1841.99713222216,41.7176575913069,18.0987632092604,
64,157,1119.085,0.059,1452.75683001809,214.516676163121,14.2742360491157,
64,157,1119.233,0.052,1178.40627451603,26.9750961495116,11.5785718412292,
64,157,1141.356,0.07,681.427416157702,98.6003082729035,6.6954466071606,
64,155,1153.881,0.072,585.972801576414,91.743981274358,5.75754587087998,
64,155,1158.929,0.074,526.075727469872,88.0988272342048,5.1690200028326,
64,157,1184.322,0.067,1155.22466994468,121.696163297666,11.3507982119394,
64,157,1186.752,0.054,3151.36927402347,189.721964001968,30.9641558489738,
64,157,1263.727,0.053,643.918487626546,15.6251569776768,6.32689814210436,
64,157,1323.478,0.054,640.961014870127,17.1285534606453,6.29783913968795,
64,157,6750.051,0.142,963.373605065049,25.8166741405034,9.46574261985386,
65,159,59.476,0.081,0.481104858962182,0.0558028049260598,27.0335111226369,
65,159,63.736,0.077,1.45983039746448,0.163808883557012,82.0285651908613,
65,159,74.885,0.075,1.77966101694915,0.182108815592746,100,
65,159,79.277,0.084,0.43012668072248,0.0563815434044112,24.1690230120251,
65,159,89.036,0.087,0.212742630877982,0.0255782740714312,11.9541097350485,
65,159,93.064,0.084,0.217507543514097,0.025122540022379,12.2218524450779,
65,159,97.356,0.077,0.500267585739447,0.0556811976583715,28.1102738653594,
65,159,135.438,0.084,0.38965414568498,0.0396085882571973,21.8948519956322,
65,159,153.522,0.072,0.442517029426131,0.0446498196039654,24.8652426058492,
65,159,178.756,0.074,0.334179334844589,0.0347570952434767,18.777695957934,
65,159,181.803,0.074,0.946478366953046,0.0961614880782128,53.1830701430759,
65,159,193.323,0.071,0.373822441144095,0.038592907797923,21.0052609785729,
65,159,243.03,0.076,0.218613060208492,0.0242813132498584,12.2839719545724,
65,159,247.978,0.07,0.296273399872006,0.031152793910996,16.6477434213794,
65,159,310.456,0.081,0.177364074224066,0.0205242653207742,9.96617178973323,
65,159,339.351,0.071,0.351550683634147,0.0359618696530336,19.7538003184902,
65,159,350.991,0.098,0.175566574650599,0.0222809431096993,9.86516943274793,
65,159,352.37,0.102,0.160091092226689,0.0209209570372901,8.99559470607108,
65,159,357.637,0.081,0.257136140371013,0.0293698976825779,14.4486021732284,
65,159,378.595,0.077,0.160523576621582,0.0185698478522123,9.01989621016511,
65,159,439.4,0.113,0.187064325327049,0.0305398040300773,10.511233518377,
65,159,451.441,0.149,0.210685392764505,0.0314847682849787,11.8385125458151,
65,159,464.284,0.067,0.19205802718529,0.0209151122066838,10.7918320037449,
65,159,525.65,0.075,0.224808664917454,0.0261081562646426,12.6321059334569,
65,159,6218.509,0.278,0.190031445613067,0.0215758026341393,10.6779574201628,
66,160,45.191,0.081,41.8836410902252,2.3618920799079,35.3976830042339,
66,162,46.01,0.076,80.2956577729386,5.93035749505524,67.861345539184,
66,164,50.435,0.073,27.4208160992395,1.19395029225994,23.1745218594379,
66,156,52.081,0.074,28.1151183415201,1.1429496843065,23.7613068199057,
66,164,108.228,0.071,12.6464216333479,0.365119367742943,10.6880398280275,
66,164,184.344,0.073,118.323114779053,12.3410132053531,100,
66,161,185.186,0.086,27.3242910808228,0.722579533413296,23.092944376799,
66,164,349.138,0.077,11.9140828849064,0.509954583840198,10.0691085652653,
66,164,386.084,0.067,28.0641037900066,0.822378077613243,23.7181922081845,
66,164,411.706,0.066,28.3729539470107,0.774395422032919,23.9792148812106,
66,163,415.031,0.067,24.8906973664186,0.69497812049317,21.0362087009773,
66,164,447.958,0.065,14.1469117483157,0.35268864467042,11.9561691515072,
66,164,465.463,0.066,30.7301582750528,0.81716310468308,25.9713905710103,
66,164,477.104,0.07,12.837715828175,0.440850385648573,10.8497108550151,
66,164,496.964,0.066,36.3036087171235,0.942451132696344,30.6817554498239,
66,164,499.432,0.093,10.5372337912497,0.841514332176316,8.90547363541436,
66,164,538.646,0.065,55.8664457116743,1.51533922002532,47.2151580999153,
66,162,583.998,0.065,20.8123989110687,0.57717037664114,17.5894616617658,
66,161,807.457,0.07,9.8192532848836,0.443843248142908,8.29867714623575,
66,161,882.266,0.064,14.7737178329131,0.517608516405756,12.4859101795117,
66,163,911.992,0.068,12.9179227398781,0.595441987053537,10.9174971973988,
66,164,4123.884,0.149,10.5620667221817,0.654799607731433,8.92646102319434,
66,164,5144.003,0.222,12.735888889733,0.780148210462481,10.7636524896381,
66,164,5557.153,0.174,23.2204720444987,1.06705158112238,19.62462878691,
66,164,5607.73,0.176,29.0019362207561,1.28286680182902,24.5107951011194,
67,165,69.786,0.041,1.09301955200832,0.0611377788257259,7.53806587591942,
67,165,87.472,0.043,0.713701967657654,0.0405485427995064,4.92208253557003,
67,165,116.836,0.038,8.13413975274661,0.413448126558997,56.0975155361835,
67,165,126.209,0.048,0.55002982031674,0.0406651736386448,3.79330910563269,
67,165,136.667,0.037,14.5,0.740377112347814,100,
67,165,149.315,0.038,2.25340782533904,0.116196152712682,15.5407436230279,
67,165,167.401,0.04,0.548314170017787,0.0301241087297245,3.78147703460543,
67,165,180.963,0.047,0.938864131044031,0.0505108459578348,6.47492504168297,
67,165,199.659,0.046,0.477856833068533,0.0279992689381847,3.29556436598989,
67,165,221.181,0.037,2.05369115152741,0.107286510785398,14.1633872519132,
67,165,239.129,0.038,2.25080905583431,0.124542433332067,15.5228210747194,
67,165,289.044,0.038,1.15729619040526,0.0604132134441783,7.98135303727763,
67,165,290.612,0.038,0.962686984550279,0.0508029950740301,6.63922058310537,
67,165,304.634,0.037,1.34242365519898,0.070427777672148,9.25809417378609,
67,165,333.614,0.037,1.04488410334922,0.0550918717825837,7.20609726447735,
67,165,371.74,0.036,1.55821403946136,0.0816295172585745,10.7463037204232,
67,165,391.858,0.044,0.511838094465488,0.0527393258151429,3.52991789286544,
67,165,401.573,0.039,1.06634520918569,0.0926984212585027,7.35410489093579,
67,165,410.45,0.043,1.23303477247572,0.0714315762638416,8.50368808603946,
67,165,425.905,0.037,2.88408770101914,0.149375776857373,19.8902600070286,
67,165,455.527,0.042,0.783465776388493,0.0442286816763138,5.40321225095512,
67,165,489.446,0.036,1.14710615505374,0.0606711001687571,7.91107693140508,
67,165,542.74,0.04,1.94146887322218,0.129389095092385,13.3894405049806,
67,165,543.691,0.04,1.00312305423089,0.0516341311293488,6.91809002917853,
67,165,5813.43,0.174,0.539532372411545,0.0411756058334798,3.72091291318307,
68,167,79.746,0.026,9.36071904464075,0.332608598057883,16.8032204507942,
68,167,99.067,0.027,3.7308851437001,0.139376696318863,6.69722969434468,
68,167,184.301,0.025,55.7078869021106,4.93457949433723,100,
68,167,198.267,0.024,29.8749156146749,1.55871252775739,53.6278025895523,
68,166,207.824,0.025,2.14560509115315,0.079653235058529,3.85152841091134,
68,167,217.432,0.026,2.66256664797594,0.0966677550385703,4.77951470795254,
68,167,284.709,0.033,13.7382281668479,1.15331444308965,24.6611905976412,
68,167,447.556,0.024,3.07380025941691,0.114581477254592,5.51771110043749,
68,167,510.788,0.141,2.31090223569793,0.200078268283267,4.14824967200539,
68,167,543.716,0.028,2.01204916072438,0.0846617944882047,3.61178510371419,
68,167,559.565,0.028,2.35573190594963,0.0976670650437719,4.22872242504747,
68,167,631.709,0.019,7.86296323399753,0.273848867397159,14.1146320050054,
68,167,715.126,0.036,1.91668013495323,0.0842498947553785,3.44059026744491,
68,167,720.027,0.029,2.71620674412734,0.109329466751661,4.87580286234916,
68,167,730.649,0.019,11.5829706563235,0.396553359816516,20.7923353414518,
68,167,741.372,0.02,6.71607136935411,0.236027433923325,12.0558716957898,
68,167,798.887,0.027,2.1773425486435,0.0889020930973499,3.9084996213723,
68,167,816.003,0.023,42.4819100711986,1.45446360061806,76.2583404856972,
68,167,821.196,0.032,6.18394943804266,0.256183374452523,11.1006713446321,
68,162,830.013,0.036,4.11729890303334,0.189361906426391,7.39087251732995,
68,167,853.505,0.02,7.47532936671078,0.258018199103832,13.4187989931235,
68,167,914.952,0.02,6.99289343086988,0.243519238926447,12.552788877377,
68,167,1167.361,0.034,1.97526909307219,0.0843209161269546,3.5457620148887,
68,167,1277.569,0.084,2.82399064723598,0.164614636135978,5.06928337130839,
68,167,1351.768,0.063,1.94312766209657,0.0894318078976957,3.48806564052773,
69,169,68.541,0.06,1.74695732209225,0.229764365587518,20.0339142441772,
69,169,87.443,0.054,1.28621217337141,0.032102259010333,14.7501396028831,
69,169,114.499,0.052,3.19189416414857,0.0603145595164637,36.6042908732634,
69,169,144.427,0.052,5.96218657228789,0.106087790361309,68.373699223485,
69,169,149.664,0.051,7.10836889788853,0.122669315192621,81.517991948263,
69,169,165.687,0.051,3.29133240379467,0.061711073548553,37.7446376581957,
69,169,180.924,0.052,3.85208972653013,0.139870449162475,44.1753409005749,
69,169,204.412,0.051,8.72,0.185837677450872,100,
69,169,219.646,0.05,3.64028318116087,0.0641063223846664,41.746366756432,
69,169,237.188,0.05,5.52363686252652,0.103298368536199,63.3444594326435,
69,169,242.58,0.052,1.27505664575258,0.0361658828706217,14.6222092402818,
69,169,310.972,0.049,2.49828050853731,0.0494420026123705,28.6500058318499,
69,169,384.041,0.049,1.94850334881102,0.0467206336583582,22.3452218900346,
69,169,411.457,0.048,2.37493776019744,0.0462934540670809,27.2355247729064,
69,169,446.309,0.049,1.62482887458175,0.0413826901070922,18.6333586534604,
69,169,512.01,0.052,1.96356963640849,0.0498319392559549,22.5180004175285,
69,169,565.216,0.048,1.5841282184133,0.0427911638718116,18.1666080093269,
69,169,603.913,0.052,1.39777598803916,0.0450885635172304,16.029541147238,
69,169,650.209,0.063,1.44517716736446,0.0505333573937073,16.5731326532622,
69,169,658.846,0.053,1.5590084405301,0.0530881530284855,17.8785371620424,
69,169,703.706,0.049,1.31587673647838,0.0412395838921375,15.0903295467704,
69,169,854.233,0.05,1.41101144495832,0.040487802175408,16.1813239100725,
69,169,5737.504,0.202,1.42421363483467,0.0668923951296244,16.3327251701224,
69,169,5943.138,0.205,1.50786389518291,0.0666623701079064,17.292017146593,
69,169,6387.49,0.225,1.48015693996642,0.0696850450735592,16.9742768344773,
70,170,57.47,0.057,1.14748313061905,0.118431158253524,12.7447281810556,
70,172,76.992,0.058,0.404932655290745,0.0422081575891744,4.49745750992391,
70,173,102.6,0.054,0.438237424645685,0.0447715983739931,4.86736293270122,
70,173,175.303,0.046,0.582663019566502,0.0586545142636067,6.47145182999076,
70,174,180.227,0.045,0.523538212227602,0.0527566048949309,5.8147715022503,
70,168,189.92,0.045,0.325550299466007,0.0329260599447215,3.61578306926148,
70,174,310.464,0.037,0.281800326163503,0.0288315187401278,3.12986610648396,
70,173,363.329,0.032,0.893992569245047,0.0903611724184909,9.92928957898054,
70,175,396.329,0.02,2.58758120805832,0.48177404675647,28.7394370018492,361584
70,174,428.277,0.03,0.587603326053045,0.0597430977818368,6.52632223428867,
70,174,435.88,0.03,0.531558511192798,0.0541396727188905,5.9038503980656,
70,174,477.233,0.029,0.714250323517708,0.0723660849633644,7.93294993500545,
70,174,511.54,0.058,0.33568221593472,0.0378459644291062,3.72831502541951,
70,174,514.871,0.026,9.00359045965941,0.902871983777289,100,
70,174,534.828,0.029,0.494795680632937,0.0502891147041297,5.49553739532988,
70,174,639.732,0.03,1.45,0.146434467720351,16.1046863081648,
70,168,812.692,0.042,1.13371491343161,0.114652030629877,12.5918089956582,
70,176,859.119,0.052,0.237582410538756,0.0249477143775322,2.63875185797538,
